Date,Open,High,Low,Close,Adj Close,Volume
2017-07-25,0.192280,0.192734,0.169797,0.178104,0.178104,166807008
2017-07-26,0.177582,0.180872,0.169060,0.173822,0.173822,76584600
2017-07-27,0.175210,0.176602,0.171980,0.173457,0.173457,34575100
2017-07-28,0.173211,0.174078,0.162183,0.165937,0.165937,74649800
2017-07-29,0.165218,0.171566,0.155475,0.169871,0.169871,80897000
2017-07-30,0.169494,0.170411,0.164094,0.165082,0.165082,40621700
2017-07-31,0.165050,0.169535,0.162002,0.167386,0.167386,57273800
2017-08-01,0.168024,0.178332,0.166124,0.177053,0.177053,119957000
2017-08-02,0.177531,0.179655,0.171618,0.173113,0.173113,53441400
2017-08-03,0.173218,0.175969,0.171730,0.174612,0.174612,31479000
2017-08-04,0.174555,0.176053,0.172224,0.173743,0.173743,45170000
2017-08-05,0.173865,0.187844,0.173267,0.184737,0.184737,114270000
2017-08-06,0.185398,0.189486,0.180298,0.180444,0.180444,74161600
2017-08-07,0.179716,0.181847,0.177605,0.179021,0.179021,58052100
2017-08-08,0.179602,0.194391,0.178487,0.192586,0.192586,180028000
2017-08-09,0.192527,0.192914,0.180629,0.182947,0.182947,97805400
2017-08-10,0.183168,0.183500,0.180013,0.180399,0.180399,48162800
2017-08-11,0.180175,0.182631,0.177627,0.179307,0.179307,54059700
2017-08-12,0.179221,0.182599,0.173242,0.173853,0.173853,65229300
2017-08-13,0.173545,0.174147,0.162625,0.168092,0.168092,110199000
2017-08-14,0.168376,0.180054,0.165289,0.169991,0.169991,84388304
2017-08-15,0.169790,0.169790,0.158244,0.161221,0.161221,100614000
2017-08-16,0.161238,0.161726,0.153087,0.160431,0.160431,107920000
2017-08-17,0.160787,0.161001,0.155909,0.157498,0.157498,56084300
2017-08-18,0.157117,0.168716,0.154162,0.158883,0.158883,146539008
2017-08-19,0.159553,0.162348,0.152305,0.155057,0.155057,87062096
2017-08-20,0.154569,0.161205,0.153432,0.158735,0.158735,68542800
2017-08-21,0.158410,0.205684,0.154856,0.191918,0.191918,447088992
2017-08-22,0.194971,0.254659,0.171483,0.239286,0.239286,1450040064
2017-08-23,0.240987,0.297662,0.219992,0.246827,0.246827,1770400000
2017-08-24,0.252371,0.288783,0.212543,0.218958,0.218958,1342360064
2017-08-25,0.217200,0.232184,0.203022,0.217828,0.217828,504484000
2017-08-26,0.218256,0.229086,0.210324,0.212577,0.212577,184120992
2017-08-27,0.212617,0.212617,0.197717,0.202995,0.202995,193971008
2017-08-28,0.203425,0.236260,0.196610,0.224508,0.224508,542467968
2017-08-29,0.224026,0.225926,0.214867,0.218564,0.218564,269769984
2017-08-30,0.218871,0.229805,0.217476,0.228006,0.228006,181186000
2017-08-31,0.227558,0.261038,0.225907,0.255630,0.255630,432574016
2017-09-01,0.255803,0.256162,0.243833,0.248479,0.248479,283576000
2017-09-02,0.249348,0.249680,0.217774,0.226669,0.226669,329928000
2017-09-03,0.227229,0.236443,0.218662,0.228811,0.228811,186526000
2017-09-04,0.228781,0.228781,0.195960,0.204968,0.204968,239612992
2017-09-05,0.205110,0.218674,0.190232,0.215189,0.215189,242636000
2017-09-06,0.214951,0.226860,0.214805,0.226186,0.226186,163296992
2017-09-07,0.226382,0.227210,0.219618,0.223640,0.223640,103080000
2017-09-08,0.223615,0.224308,0.206103,0.211518,0.211518,151328992
2017-09-09,0.211293,0.211892,0.206395,0.209995,0.209995,51185500
2017-09-10,0.209606,0.216529,0.197605,0.213031,0.213031,117091000
2017-09-11,0.212513,0.220057,0.210353,0.214441,0.214441,138339008
2017-09-12,0.214860,0.220623,0.207608,0.209303,0.209303,94519504
2017-09-13,0.209630,0.209674,0.196179,0.200778,0.200778,105471000
2017-09-14,0.200427,0.202010,0.164167,0.164167,0.164167,152532992
2017-09-15,0.165035,0.189184,0.150973,0.181358,0.181358,289414016
2017-09-16,0.181925,0.187417,0.172279,0.179082,0.179082,84495200
2017-09-17,0.178377,0.181121,0.171017,0.178393,0.178393,49161100
2017-09-18,0.178309,0.190019,0.178309,0.189768,0.189768,88397904
2017-09-19,0.189819,0.190680,0.181334,0.184041,0.184041,54046100
2017-09-20,0.183710,0.186229,0.180333,0.182078,0.182078,34521600
2017-09-21,0.180981,0.182109,0.171148,0.171754,0.171754,43583200
2017-09-22,0.171567,0.175870,0.169291,0.173510,0.173510,37244700
2017-09-23,0.173371,0.178672,0.171527,0.177882,0.177882,32476700
2017-09-24,0.178175,0.178939,0.174165,0.175787,0.175787,20566500
2017-09-25,0.175519,0.183665,0.174939,0.181487,0.181487,35622600
2017-09-26,0.181968,0.191247,0.180085,0.186119,0.186119,70000704
2017-09-27,0.185297,0.207687,0.185098,0.203299,0.203299,249934000
2017-09-28,0.202532,0.203271,0.191344,0.196131,0.196131,117962000
2017-09-29,0.196105,0.196203,0.187172,0.193606,0.193606,72291200
2017-09-30,0.193824,0.199826,0.193497,0.197529,0.197529,54729300
2017-10-01,0.197622,0.207185,0.196170,0.206532,0.206532,51345500
2017-10-02,0.206077,0.206556,0.199444,0.202676,0.202676,77412304
2017-10-03,0.203209,0.204808,0.198730,0.203318,0.203318,48703100
2017-10-04,0.203218,0.217024,0.202647,0.214774,0.214774,123573000
2017-10-05,0.215583,0.241023,0.215583,0.237016,0.237016,404299008
2017-10-06,0.237726,0.242424,0.233533,0.234039,0.234039,167492000
2017-10-07,0.233963,0.239336,0.233478,0.238610,0.238610,77950200
2017-10-08,0.238312,0.279944,0.237532,0.279944,0.279944,529838016
2017-10-09,0.278758,0.278758,0.240430,0.251825,0.251825,610110016
2017-10-10,0.252825,0.266560,0.241193,0.260733,0.260733,384048992
2017-10-11,0.260658,0.267843,0.259080,0.264439,0.264439,161206000
2017-10-12,0.265046,0.267468,0.248414,0.248414,0.248414,245004000
2017-10-13,0.248285,0.264250,0.238867,0.260489,0.260489,398688992
2017-10-14,0.261150,0.267721,0.257320,0.257320,0.257320,211160000
2017-10-15,0.257537,0.268419,0.249048,0.263983,0.263983,280211008
2017-10-16,0.263386,0.291359,0.249010,0.256232,0.256232,963158016
2017-10-17,0.256098,0.263147,0.222939,0.232064,0.232064,411264992
2017-10-18,0.231216,0.238150,0.207265,0.218520,0.218520,354224992
2017-10-19,0.218229,0.231790,0.208317,0.215150,0.215150,304542016
2017-10-20,0.215086,0.223822,0.208754,0.210549,0.210549,182704000
2017-10-21,0.210189,0.212381,0.200774,0.211016,0.211016,116807000
2017-10-22,0.210958,0.211901,0.200722,0.204177,0.204177,75849504
2017-10-23,0.203504,0.203919,0.190729,0.196928,0.196928,99914800
2017-10-24,0.195567,0.217508,0.190455,0.206644,0.206644,220080992
2017-10-25,0.207113,0.208237,0.201803,0.204604,0.204604,75017504
2017-10-26,0.204444,0.206289,0.202660,0.203628,0.203628,38193100
2017-10-27,0.203668,0.204492,0.201771,0.202785,0.202785,29623000
2017-10-28,0.202592,0.203476,0.201401,0.201835,0.201835,26864900
2017-10-29,0.201358,0.205209,0.200075,0.202785,0.202785,62511100
2017-10-30,0.203076,0.204135,0.201946,0.202711,0.202711,34835100
2017-10-31,0.202405,0.203778,0.200461,0.200558,0.200558,43875700
2017-11-01,0.200247,0.201501,0.193613,0.194124,0.194124,67921000
2017-11-02,0.194596,0.211848,0.183815,0.205861,0.205861,197770000
2017-11-03,0.206205,0.228026,0.201728,0.208133,0.208133,373401984
2017-11-04,0.208083,0.208479,0.202133,0.203750,0.203750,74013200
2017-11-05,0.203274,0.205124,0.201117,0.202055,0.202055,46959000
2017-11-06,0.201967,0.208662,0.201410,0.205990,0.205990,102233000
2017-11-07,0.205103,0.211375,0.203978,0.210354,0.210354,114073000
2017-11-08,0.210675,0.221458,0.208060,0.217437,0.217437,156959008
2017-11-09,0.217911,0.221791,0.214866,0.217488,0.217488,147916992
2017-11-10,0.218256,0.219068,0.205260,0.206483,0.206483,141032992
2017-11-11,0.205948,0.214456,0.205459,0.210430,0.210430,134503008
2017-11-12,0.210214,0.210214,0.195389,0.197339,0.197339,251175008
2017-11-13,0.197472,0.204081,0.197456,0.203442,0.203442,132567000
2017-11-14,0.203679,0.213693,0.203679,0.209825,0.209825,127361000
2017-11-15,0.208937,0.213105,0.208058,0.212956,0.212956,100294000
2017-11-16,0.212655,0.271790,0.209287,0.227107,0.227107,1022579968
2017-11-17,0.224768,0.239409,0.220273,0.226581,0.226581,397071008
2017-11-18,0.226547,0.230399,0.222399,0.228627,0.228627,144298000
2017-11-19,0.228140,0.236231,0.226037,0.231016,0.231016,193808000
2017-11-20,0.231336,0.243430,0.230917,0.238759,0.238759,214663008
2017-11-21,0.237978,0.240974,0.227200,0.233271,0.233271,217851008
2017-11-22,0.232642,0.240848,0.232317,0.238859,0.238859,167078000
2017-11-23,0.238991,0.250096,0.237304,0.242402,0.242402,240684992
2017-11-24,0.242851,0.245388,0.238421,0.244642,0.244642,211486000
2017-11-25,0.244178,0.255700,0.243584,0.252393,0.252393,212592992
2017-11-26,0.252914,0.252914,0.248589,0.248818,0.248818,133297000
2017-11-27,0.248305,0.254733,0.247861,0.253927,0.253927,196735008
2017-11-28,0.254037,0.301084,0.253415,0.299152,0.299152,720742976
2017-11-29,0.297867,0.297867,0.239409,0.243064,0.243064,541177984
2017-11-30,0.246433,0.261524,0.229586,0.250878,0.250878,270907008
2017-12-01,0.250352,0.258828,0.239438,0.255699,0.255699,182992000
2017-12-02,0.255656,0.259218,0.250756,0.255492,0.255492,118250000
2017-12-03,0.255530,0.263072,0.247391,0.252558,0.252558,134710000
2017-12-04,0.252919,0.255362,0.247160,0.253571,0.253571,104650000
2017-12-05,0.253598,0.253988,0.245234,0.246101,0.246101,174591008
2017-12-06,0.245416,0.245705,0.227742,0.232544,0.232544,274526016
2017-12-07,0.232623,0.233760,0.221340,0.222823,0.222823,275204992
2017-12-08,0.223636,0.278673,0.222168,0.252125,0.252125,660172032
2017-12-09,0.252162,0.255684,0.240073,0.244708,0.244708,205288992
2017-12-10,0.245548,0.245548,0.229304,0.237333,0.237333,198174000
2017-12-11,0.236574,0.252777,0.235804,0.251691,0.251691,176100992
2017-12-12,0.252258,0.434102,0.250961,0.373541,0.373541,1555040000
2017-12-13,0.372689,0.513768,0.342964,0.471063,0.471063,2738759936
2017-12-14,0.470648,0.892267,0.466401,0.864263,0.864263,6358700032
2017-12-15,0.861760,0.861760,0.666114,0.756181,0.756181,3194210048
2017-12-16,0.755493,0.815923,0.741667,0.758642,0.758642,1334770048
2017-12-17,0.754125,0.765981,0.719929,0.728366,0.728366,805200000
2017-12-18,0.728036,0.792014,0.689323,0.778407,0.778407,1342720000
2017-12-19,0.777447,0.863536,0.756724,0.791257,0.791257,1449670016
2017-12-20,0.787171,0.789044,0.730953,0.775964,0.775964,1007420032
2017-12-21,0.782515,1.236220,0.782515,1.193060,1.193060,3626109952
2017-12-22,1.166510,1.379180,0.741013,1.138280,1.138280,4644700160
2017-12-23,1.165940,1.208100,1.076110,1.174340,1.174340,1497590016
2017-12-24,1.175580,1.175580,0.911226,1.043950,1.043950,754958976
2017-12-25,1.045610,1.128520,1.003560,1.122320,1.122320,686014016
2017-12-26,1.121740,1.191310,1.090620,1.189490,1.189490,938846976
2017-12-27,1.184220,1.468460,1.182340,1.399640,1.399640,2854259968
2017-12-28,1.393890,1.500800,1.258650,1.430880,1.430880,2843300096
2017-12-29,1.439570,2.265150,1.436580,2.214600,2.214600,7545739776
2017-12-30,2.199000,2.854530,2.035170,2.159020,2.159020,8108389888
2017-12-31,2.095100,2.392000,1.870300,2.300570,2.300570,4642079744
2018-01-01,2.296020,2.391030,2.148970,2.391030,2.391030,1894230016
2018-01-02,2.369480,2.489190,2.247930,2.480900,2.480900,3171010048
2018-01-03,2.464100,3.279380,2.443150,3.105370,3.105370,6635879936
2018-01-04,3.117340,3.841940,3.117340,3.196630,3.196630,8103660032
2018-01-05,3.300810,3.564680,2.825610,3.048710,3.048710,6288500224
2018-01-06,3.021050,3.236560,2.989920,3.093970,3.093970,2777560064
2018-01-07,3.092960,3.487250,3.083820,3.377810,3.377810,2395150080
2018-01-08,3.363570,3.363570,2.065520,2.456210,2.456210,3315259904
2018-01-09,2.443460,2.528960,1.980660,2.101780,2.101780,3694700032
2018-01-10,2.129910,2.158870,1.695190,1.974920,1.974920,4833639936
2018-01-11,1.980210,2.248980,1.615270,1.950800,1.950800,6296119808
2018-01-12,1.940480,2.156820,1.867290,2.043230,2.043230,3330810112
2018-01-13,2.051410,2.118700,1.982020,2.021350,2.021350,2130169984
2018-01-14,2.018520,2.018520,1.811840,1.861190,1.861190,1978200064
2018-01-15,1.856250,1.900810,1.665290,1.676730,1.676730,1838460032
2018-01-16,1.678360,1.701380,0.909313,1.179240,1.179240,5687960064
2018-01-17,1.183680,1.376730,0.897797,1.306340,1.306340,7251210240
2018-01-18,1.305580,1.733190,1.256050,1.596580,1.596580,9110439936
2018-01-19,1.582170,1.702140,1.501340,1.552050,1.552050,3697430016
2018-01-20,1.562840,1.628330,1.502740,1.578620,1.578620,2346449920
2018-01-21,1.576230,1.576230,1.343030,1.380040,1.380040,2840750080
2018-01-22,1.391610,1.428410,1.163080,1.357350,1.357350,2642510080
2018-01-23,1.353190,1.434720,1.204260,1.337070,1.337070,2977080064
2018-01-24,1.352120,1.424960,1.307840,1.357150,1.357150,1853440000
2018-01-25,1.363250,1.384840,1.292870,1.312230,1.312230,986067968
2018-01-26,1.308920,1.326020,1.135000,1.217270,1.217270,2037570048
2018-01-27,1.217890,1.239480,1.189440,1.219110,1.219110,689100992
2018-01-28,1.223890,1.438120,1.223890,1.399600,1.399600,1327360000
2018-01-29,1.399210,1.405250,1.299130,1.323970,1.323970,1073680000
2018-01-30,1.328180,1.328180,1.131130,1.138560,1.138560,1134640000
2018-01-31,1.130660,1.190930,1.036610,1.162390,1.162390,1264029952
2018-02-01,1.160880,1.162600,0.930378,0.962530,0.962530,1410419968
2018-02-02,0.960642,0.960642,0.635185,0.884784,0.884784,3529760000
2018-02-03,0.891992,0.974799,0.761635,0.924043,0.924043,1988960000
2018-02-04,0.913418,0.952947,0.796821,0.815703,0.815703,1190960000
2018-02-05,0.825943,0.833866,0.675827,0.691799,0.691799,1286179968
2018-02-06,0.705121,0.786004,0.588360,0.776393,0.776393,2361139968
2018-02-07,0.774576,0.805478,0.706950,0.723895,0.723895,1133369984
2018-02-08,0.729252,0.806970,0.722611,0.805263,0.805263,947315008
2018-02-09,0.797140,0.954428,0.771540,0.954428,0.954428,1690339968
2018-02-10,0.947251,1.300590,0.947251,1.070740,1.070740,4682010112
2018-02-11,1.067330,1.075100,0.929767,1.004160,1.004160,2555310080
2018-02-12,1.006500,1.106730,1.006500,1.081010,1.081010,1756290048
2018-02-13,1.079740,1.082930,1.014710,1.027410,1.027410,921100032
2018-02-14,1.026080,1.165100,1.021290,1.141620,1.141620,1457600000
2018-02-15,1.139050,1.163960,1.111470,1.146860,1.146860,1188530048
2018-02-16,1.144940,1.151840,1.112610,1.138030,1.138030,568339008
2018-02-17,1.137430,1.217590,1.132520,1.204980,1.204980,1186729984
2018-02-18,1.204780,1.207340,1.093360,1.120460,1.120460,1113650048
2018-02-19,1.123150,1.166430,1.120970,1.144420,1.144420,556304000
2018-02-20,1.144550,1.174480,1.083650,1.089460,1.089460,806673024
2018-02-21,1.081990,1.095880,0.998881,1.015390,1.015390,871526016
2018-02-22,1.012260,1.047320,0.922458,0.941788,0.941788,889707008
2018-02-23,0.934176,1.027210,0.898286,0.998855,0.998855,896403968
2018-02-24,0.997659,1.013940,0.929456,0.954402,0.954402,489920000
2018-02-25,0.951977,0.967597,0.915279,0.943487,0.943487,360271008
2018-02-26,0.943704,0.970906,0.913403,0.956859,0.956859,458612992
2018-02-27,0.959302,0.972580,0.944977,0.947305,0.947305,312712992
2018-02-28,0.944697,0.955550,0.903787,0.904583,0.904583,329529984
2018-03-01,0.904131,0.953796,0.890630,0.928347,0.928347,475256992
2018-03-02,0.926638,0.933912,0.902286,0.910144,0.910144,271036000
2018-03-03,0.908786,0.926512,0.903604,0.907804,0.907804,280852992
2018-03-04,0.906008,1.026310,0.895618,1.005540,1.005540,797225984
2018-03-05,1.014290,1.080210,0.956116,0.959368,0.959368,1706819968
2018-03-06,0.954448,0.991306,0.916863,0.922887,0.922887,875180032
2018-03-07,0.924378,0.930659,0.824895,0.871210,0.871210,809598016
2018-03-08,0.872508,0.888562,0.825387,0.825857,0.825857,499496000
2018-03-09,0.826122,0.856182,0.751485,0.849761,0.849761,989203008
2018-03-10,0.854872,0.860443,0.793736,0.796627,0.796627,402670016
2018-03-11,0.795765,0.840407,0.775737,0.831122,0.831122,472972000
2018-03-12,0.832127,0.838328,0.787882,0.801048,0.801048,355031008
2018-03-13,0.798451,0.805729,0.778471,0.789711,0.789711,279679008
2018-03-14,0.789569,0.799080,0.676010,0.701902,0.701902,479148992
2018-03-15,0.702913,0.730673,0.643845,0.697269,0.697269,888345024
2018-03-16,0.699063,0.711780,0.674463,0.689260,0.689260,502740000
2018-03-17,0.687745,0.689434,0.626709,0.637856,0.637856,319824000
2018-03-18,0.634466,0.677591,0.548815,0.658777,0.658777,923606016
2018-03-19,0.672126,0.749080,0.640012,0.749080,0.749080,1096930048
2018-03-20,0.736759,0.736759,0.673427,0.709808,0.709808,814275968
2018-03-21,0.713055,0.720610,0.679162,0.693664,0.693664,527324000
2018-03-22,0.693145,0.701351,0.636741,0.662743,0.662743,449041984
2018-03-23,0.663111,0.663111,0.625258,0.643174,0.643174,387164000
2018-03-24,0.646214,0.679608,0.640516,0.641265,0.641265,390740000
2018-03-25,0.638632,0.657213,0.631901,0.641875,0.641875,229352000
2018-03-26,0.642683,0.644121,0.585922,0.599463,0.599463,384504992
2018-03-27,0.599026,0.604332,0.565132,0.577917,0.577917,351380992
2018-03-28,0.577511,0.594023,0.572828,0.578002,0.578002,258298000
2018-03-29,0.577767,0.578640,0.511511,0.511511,0.511511,420550016
2018-03-30,0.513268,0.531276,0.484362,0.509565,0.509565,518219008
2018-03-31,0.510617,0.529406,0.505167,0.512353,0.512353,293208000
2018-04-01,0.513854,0.515437,0.466223,0.485081,0.485081,297868992
2018-04-02,0.486067,0.510446,0.478596,0.500688,0.500688,262342000
2018-04-03,0.501533,0.562698,0.499658,0.558044,0.558044,578238976
2018-04-04,0.554569,0.563117,0.498487,0.501631,0.501631,415257984
2018-04-05,0.501950,0.505882,0.484490,0.495801,0.495801,358755008
2018-04-06,0.494781,0.498090,0.465615,0.476431,0.476431,218156000
2018-04-07,0.476851,0.495667,0.474575,0.487867,0.487867,209076000
2018-04-08,0.488227,0.501418,0.487591,0.500398,0.500398,137548000
2018-04-09,0.501201,0.512142,0.482573,0.491855,0.491855,271775008
2018-04-10,0.492134,0.493645,0.482839,0.491931,0.491931,154495008
2018-04-11,0.492568,0.548455,0.489026,0.539506,0.539506,341707008
2018-04-12,0.538657,0.644518,0.506543,0.628737,0.628737,1346739968
2018-04-13,0.630093,0.693112,0.605816,0.638087,0.638087,1245170048
2018-04-14,0.637380,0.661508,0.616307,0.632184,0.632184,626268032
2018-04-15,0.634883,0.682534,0.634143,0.682534,0.682534,609636992
2018-04-16,0.682296,0.687165,0.638610,0.663297,0.663297,531996000
2018-04-17,0.664890,0.677356,0.654346,0.656933,0.656933,442352992
2018-04-18,0.657052,0.721426,0.657052,0.708932,0.708932,624049024
2018-04-19,0.712059,0.791976,0.706841,0.791976,0.791976,878328000
2018-04-20,0.791172,0.938354,0.791172,0.924465,0.924465,2344069888
2018-04-21,0.925021,0.925021,0.821113,0.873103,0.873103,1563970048
2018-04-22,0.866820,0.911901,0.848091,0.869995,0.869995,946398976
2018-04-23,0.866578,0.886290,0.863304,0.876657,0.876657,674545024
2018-04-24,0.876012,0.965610,0.873566,0.934781,0.934781,1572930048
2018-04-25,0.932771,0.932771,0.779231,0.800607,0.800607,1614050048
2018-04-26,0.801774,0.852414,0.771787,0.852414,0.852414,1028590016
2018-04-27,0.851139,0.859641,0.813885,0.813885,0.813885,673793024
2018-04-28,0.812063,0.887591,0.812063,0.863804,0.863804,788718976
2018-04-29,0.864399,0.904945,0.834480,0.872778,0.872778,896313984
2018-04-30,0.871404,0.876788,0.831208,0.837938,0.837938,575363968
2018-05-01,0.838355,0.842069,0.797826,0.841407,0.841407,630809024
2018-05-02,0.839355,0.864280,0.831713,0.859094,0.859094,544425984
2018-05-03,0.858980,0.892916,0.847319,0.884466,0.884466,725228992
2018-05-04,0.881536,0.927695,0.866922,0.895442,0.895442,1007609984
2018-05-05,0.895562,0.922354,0.895562,0.905103,0.905103,668800000
2018-05-06,0.904235,0.918675,0.855972,0.871424,0.871424,640057024
2018-05-07,0.871214,0.871236,0.812933,0.832641,0.832641,602534976
2018-05-08,0.833086,0.846992,0.803568,0.813970,0.813970,465040992
2018-05-09,0.813393,0.819969,0.770300,0.802043,0.802043,611574976
2018-05-10,0.803212,0.808914,0.757342,0.758237,0.758237,399324000
2018-05-11,0.756578,0.761326,0.656026,0.684948,0.684948,991409024
2018-05-12,0.685772,0.714918,0.639771,0.696735,0.696735,596684992
2018-05-13,0.698085,0.758977,0.680971,0.745748,0.745748,532488000
2018-05-14,0.744701,0.756983,0.707693,0.740898,0.740898,613462016
2018-05-15,0.738938,0.752269,0.692667,0.698588,0.698588,422980000
2018-05-16,0.695920,0.714081,0.669438,0.714081,0.714081,429641984
2018-05-17,0.713388,0.714618,0.661213,0.667310,0.667310,337999008
2018-05-18,0.665400,0.685625,0.653390,0.680294,0.680294,344944000
2018-05-19,0.680759,0.690450,0.665896,0.676713,0.676713,249039008
2018-05-20,0.677258,0.704614,0.673348,0.700244,0.700244,275614016
2018-05-21,0.700441,0.703051,0.676203,0.681587,0.681587,250480992
2018-05-22,0.682151,0.682933,0.644588,0.645567,0.645567,234712992
2018-05-23,0.648634,0.649121,0.586997,0.599594,0.599594,482480992
2018-05-24,0.599207,0.640258,0.589272,0.631997,0.631997,440532992
2018-05-25,0.632924,0.636208,0.603334,0.611001,0.611001,289816000
2018-05-26,0.610118,0.626494,0.603800,0.612708,0.612708,213242000
2018-05-27,0.612040,0.612884,0.603328,0.607881,0.607881,186963008
2018-05-28,0.608368,0.609781,0.552299,0.552299,0.552299,327903008
2018-05-29,0.556084,0.610749,0.551635,0.601241,0.601241,380744000
2018-05-30,0.603769,0.627679,0.590058,0.605817,0.605817,320604992
2018-05-31,0.603452,0.621636,0.596089,0.612622,0.612622,283328000
2018-06-01,0.612893,0.624824,0.609069,0.623364,0.623364,263088000
2018-06-02,0.623462,0.648982,0.619477,0.643451,0.643451,315206016
2018-06-03,0.643412,0.673594,0.640891,0.671205,0.671205,327804000
2018-06-04,0.692466,0.703623,0.644603,0.661425,0.661425,558131008
2018-06-05,0.661898,0.683840,0.641428,0.677015,0.677015,386328000
2018-06-06,0.677901,0.681668,0.660059,0.674797,0.674797,273966016
2018-06-07,0.675313,0.688223,0.673146,0.678128,0.678128,244568000
2018-06-08,0.677586,0.679668,0.660804,0.674343,0.674343,221887008
2018-06-09,0.674778,0.678893,0.659755,0.659755,0.659755,175990000
2018-06-10,0.659514,0.659514,0.561237,0.588126,0.588126,492555008
2018-06-11,0.586198,0.604066,0.568721,0.604066,0.604066,336547008
2018-06-12,0.602136,0.602139,0.556653,0.562933,0.562933,309544000
2018-06-13,0.562845,0.564642,0.517036,0.534663,0.534663,359864992
2018-06-14,0.535435,0.570590,0.526614,0.561306,0.561306,379824992
2018-06-15,0.560062,0.560062,0.534301,0.537707,0.537707,241684992
2018-06-16,0.537106,0.539293,0.523588,0.534784,0.534784,202682000
2018-06-17,0.535536,0.538881,0.525215,0.528216,0.528216,166028000
2018-06-18,0.528820,0.547794,0.511833,0.537495,0.537495,276527008
2018-06-19,0.538614,0.558059,0.534595,0.549621,0.549621,255400000
2018-06-20,0.549738,0.550554,0.525859,0.539286,0.539286,256920000
2018-06-21,0.539228,0.547007,0.530697,0.534775,0.534775,194312000
2018-06-22,0.535091,0.535091,0.477286,0.486947,0.486947,339428992
2018-06-23,0.487309,0.496713,0.480874,0.491284,0.491284,204927008
2018-06-24,0.491773,0.493725,0.450048,0.477380,0.477380,369520000
2018-06-25,0.477106,0.491110,0.475560,0.481753,0.481753,231728992
2018-06-26,0.482381,0.482872,0.456001,0.456001,0.456001,179426000
2018-06-27,0.455551,0.472758,0.451960,0.470370,0.470370,215618000
2018-06-28,0.470330,0.471683,0.445750,0.448458,0.448458,220566000
2018-06-29,0.448354,0.458340,0.427302,0.453080,0.453080,309777984
2018-06-30,0.454112,0.480147,0.454112,0.466245,0.466245,345528992
2018-07-01,0.465944,0.466280,0.450816,0.461358,0.461358,267224992
2018-07-02,0.461606,0.488924,0.453839,0.486122,0.486122,335919008
2018-07-03,0.486259,0.515696,0.480843,0.485223,0.485223,410225984
2018-07-04,0.485584,0.503604,0.475774,0.490043,0.490043,313828992
2018-07-05,0.490422,0.497402,0.472966,0.481625,0.481625,279999008
2018-07-06,0.480579,0.481473,0.462414,0.479151,0.479151,245003008
2018-07-07,0.478617,0.492477,0.467716,0.492477,0.492477,214979008
2018-07-08,0.492319,0.494895,0.475966,0.477749,0.477749,226644000
2018-07-09,0.477291,0.480774,0.472653,0.474270,0.474270,206344992
2018-07-10,0.473855,0.474336,0.443261,0.445042,0.445042,230418000
2018-07-11,0.445127,0.452545,0.443574,0.450233,0.450233,183887008
2018-07-12,0.449882,0.449972,0.428033,0.435364,0.435364,182139008
2018-07-13,0.436514,0.444508,0.434805,0.438741,0.438741,179403008
2018-07-14,0.438561,0.441646,0.433895,0.439271,0.439271,134840992
2018-07-15,0.439095,0.448987,0.437194,0.445894,0.445894,152903008
2018-07-16,0.446413,0.483401,0.444505,0.483401,0.483401,269283008
2018-07-17,0.481301,0.516604,0.470048,0.505587,0.505587,347700000
2018-07-18,0.505118,0.519560,0.477234,0.486389,0.486389,367988992
2018-07-19,0.487577,0.491237,0.471724,0.476433,0.476433,293942016
2018-07-20,0.476485,0.476485,0.436483,0.446994,0.446994,295403008
2018-07-21,0.446219,0.458755,0.438318,0.455410,0.455410,180339008
2018-07-22,0.455002,0.460989,0.449140,0.449311,0.449311,158906000
2018-07-23,0.449121,0.461783,0.444498,0.445276,0.445276,194542000
2018-07-24,0.445559,0.466819,0.438565,0.457623,0.457623,319956000
2018-07-25,0.455842,0.465526,0.450719,0.459829,0.459829,255872000
2018-07-26,0.459447,0.466983,0.446849,0.449920,0.449920,199587008
2018-07-27,0.449623,0.459486,0.445224,0.453635,0.453635,203720992
2018-07-28,0.454599,0.456170,0.449695,0.453667,0.453667,157346000
2018-07-29,0.456606,0.457140,0.450249,0.453306,0.453306,191966000
2018-07-30,0.453469,0.454549,0.436964,0.446107,0.446107,247714000
2018-07-31,0.445892,0.446124,0.427753,0.435225,0.435225,228767000
2018-08-01,0.435562,0.459134,0.427168,0.445852,0.445852,323200000
2018-08-02,0.447016,0.447645,0.429939,0.430254,0.430254,204898000
2018-08-03,0.430397,0.443633,0.426481,0.440571,0.440571,278870000
2018-08-04,0.441039,0.443058,0.427125,0.428507,0.428507,185678000
2018-08-05,0.428580,0.434594,0.427522,0.433638,0.433638,186848000
2018-08-06,0.433886,0.435794,0.406680,0.414081,0.414081,242075000
2018-08-07,0.413776,0.415917,0.379526,0.381006,0.381006,244448000
2018-08-08,0.380875,0.380875,0.326996,0.331944,0.331944,360857000
2018-08-09,0.333771,0.359654,0.332608,0.346771,0.346771,325775000
2018-08-10,0.346167,0.347973,0.316909,0.320426,0.320426,249264000
2018-08-11,0.321122,0.321210,0.291582,0.301262,0.301262,284423000
2018-08-12,0.300604,0.309376,0.297057,0.297870,0.297870,178827000
2018-08-13,0.297572,0.310680,0.276544,0.277466,0.277466,235117000
2018-08-14,0.278738,0.279615,0.253983,0.274272,0.274272,276768000
